"","Starter OLS","Starter Probit","Starter Logit","Player OLS","Player Probit","Player Logit","Attempt OLS","Attempt Probit","Attempt Logit"
"(Intercept)",0.125123190126976,-4.482109752962,-12.0380729806312,-0.196367882296023,-5.23005281865048,-13.635870994891,0.274965551269896,-4.04197561871286,-10.9799170272543
"ydstogo",-0.111322733842388,-0.368731800894102,-0.622250722614869,-0.107114519062643,-0.347572694759836,-0.58841100002284,-0.110429955976526,-0.561229118518095,-1.12005287098394
"posteam_timeouts_remaining",0.0135885912564308,0.0404521584364571,0.0704844615448109,0.0114149885521323,0.0335186194374644,0.0580537839954451,-0.0362371530583067,-0.129395526833701,-0.217134602493497
"defteam_timeouts_remaining",0.00754363436442898,0.0218994667762541,0.0314797649503585,0.0112314043500689,0.0354894459734518,0.0550070332918931,-0.00233206166586896,-0.0153929140228599,-0.0196186542326794
"rush_attempt",0.157985170784174,0.446450297314261,0.726676350828858,0.15794363110567,0.446778415254904,0.73025558398611,NA,NA,NA
"week",0.00298111960132922,0.0054563682135386,0.00885355451351606,0.00353958844365754,0.00545770997326062,0.00880025634009457,0.00506741709583281,0.0252401217552896,0.0427573490483116
"temp",-0.0135442758686006,-0.0455886265099255,-0.0739811665145739,-0.00974145105696542,-0.0333042592413188,-0.0550276751086672,-0.00563868159698604,-0.02938930061097,-0.0591369537954013
"wind",0.00120489938062681,-0.00108950500775708,0.00082473108162884,0.00886635154319319,0.0245899777727577,0.0439172402919516,-0.00516372396566724,-0.0206543231231221,-0.0371274661839146
"vegas_wp",0.0125006105836006,0.0325427782999555,0.0532587346012048,0.0162990915522618,0.0484551029189563,0.0773599064320777,-0.106038511458631,-0.432830521707568,-0.781804809068339
"spread_line",-0.00944108157781782,-0.0271726708287662,-0.0506237320372632,-0.00123201980015627,0.000635096241869037,-0.00278726008963326,-0.000110031967263063,-0.00150523100853814,-0.0014636931679733
"total_line",0.024073653163164,0.0694492323357153,0.115103011637869,0.0216902237565814,0.0607891033449688,0.102824403186695,-0.00650076697216281,-0.0194746026354533,-0.0368008440145685
"prep_days",0.00955215824040547,0.0325380750558096,0.0504338607793806,0.00687787240567505,0.0217318403308874,0.0348762873583132,0.00333082682361042,0.0146802423144048,0.0266934800710393
"overall_win_pct",0.00756051520891675,0.0224744395662344,0.0359595364653577,0.00667436694890737,0.0163947137013842,0.0261161440770478,0.000508383460390498,-0.00189386910126933,-0.00425581246801231
"team_win_pct",0.0249074252282817,0.0780870749076877,0.130575247769712,0.0228535296523433,0.0701216219799597,0.119111513921354,0.0139911732363144,0.0591755991839563,0.114436485711989
"prev_win_pct",-0.023502531149968,-0.073256926754824,-0.119714256787816,-0.0293672705626327,-0.0909890814080408,-0.151527845293335,0.00590483058655917,0.0236011221147472,0.0406594506016873
"prev_shotgun_rate",-0.00104751491716377,-0.00398790284468533,0.000999270252684734,0.00299102333372302,0.00599941080478227,0.016404667260171,0.00222403146203889,0.0196739243261241,0.0211951683028931
"prev_singleback_rate",-0.000508023179515562,-0.00217056185625583,0.00184291769683911,0.00622920265110537,0.0165590906952329,0.0358059962320158,0.00204279626580285,0.0224664635144924,0.0325569587037761
"prev_empty_rate",0.00212463833597268,0.00396153004997603,0.00653790244139788,0.00770928651086483,0.021530058652871,0.0358214698661384,-0.00379934749904596,-0.00881589889277236,-0.0198630018104095
"prev_iform_rate",-0.00431483089707391,-0.0157322482082263,-0.0208170854558906,0.00428474573757793,0.00804033394316313,0.0194553376988956,-0.00140829477885484,0.0049544685306852,-0.00164167227598067
"prev_stop_rate_run",0.0025642063636495,0.0114592220717206,0.0154819121013627,0.000732239792735832,0.00551774097052988,0.00808803744880259,-0.00225083605068559,-0.0146707318142491,-0.028233298727561
"prev_stop_rate_pass",-0.0317146994250952,-0.0941581969677875,-0.157844588360906,-0.0298964971477359,-0.0894729903560278,-0.150414255089985,-0.00664120560932301,-0.0252696611380504,-0.043782278568542
"shotgun_rate",0.0117867431176456,0.0409269127384279,0.0713087466256952,0.00862543549490262,0.0288941647747443,0.046877459486186,-0.00407903426294799,-0.0244878358633795,-0.0374446644458219
"singleback_rate",0.00369641568324028,0.0147496301379329,0.0257012371499763,0.00281760934607266,0.0100899617318726,0.0160182063601204,-0.0036138926964354,-0.0156554120231592,-0.0379318000976439
"empty_rate",-0.00879370862085345,-0.0263509880271073,-0.0426814382671866,-0.00919273558145421,-0.028676392221333,-0.0476227351242008,-0.00018840858980711,-0.00471576531400905,-0.0101775019391982
"iform_rate",-0.0172071951097224,-0.0495543615832594,-0.0794078940487799,-0.0206917411201109,-0.0583663810895019,-0.100110019529258,-0.00436355110102211,-0.0181759467009859,-0.0372064707214969
"shotgun_success",-0.0256127481288478,-0.0795378007926757,-0.133460047310836,-0.020909828457492,-0.0626077712004722,-0.102979116678462,0.00729565430466424,0.0263945610017375,0.0473082098959617
"singleback_success",-0.00663193768057851,-0.0247837090099718,-0.0414053262918965,-0.00545181403098588,-0.0186694242764775,-0.0320939060041568,-0.00184930679519922,-0.0120406717676696,-0.0177762946068422
"empty_success",-0.00492781740669531,-0.0187405870234722,-0.0288810887327902,-0.0041598539938258,-0.0131215348422205,-0.0197959709159676,0.00509913883185065,0.0226598300669868,0.0403641920341906
"iform_success",-0.0207921721392468,-0.0610280545150529,-0.101465915300007,-0.0153818342962555,-0.0439398687732068,-0.0729574666981748,0.00523566455875341,0.0256423712280219,0.0447603871614142
"def_stop_rate_run",0.011453073017921,0.0385953140295418,0.0649587316956211,0.0179742379074859,0.0566004110451534,0.0952804889017958,-0.00231829798108353,-0.00637662545713771,-0.0119358385900959
"def_stop_rate_pass",-0.00986242624334296,-0.0320127770546929,-0.048159962864576,-0.0101025695673594,-0.0329350776441556,-0.0489066509522119,-0.0151080271056075,-0.0609277066027403,-0.105541748067156
"avg_pass_rushers",-0.0107652957509203,-0.0384571298742767,-0.0602380460072343,-0.0106459153949667,-0.0332825971449483,-0.0523115808746642,0.00349040137392009,0.0189043273258816,0.0305789975257417
"avg_box_defenders",-0.00513051791068369,-0.015202103273426,-0.0198938074291569,-0.00751149795547002,-0.0218315377698198,-0.0341181834222378,0.00105089812757274,-0.00260629535825669,0.004126820304131
"cover0_rate",0.00599481321077846,0.0189666115251858,0.0339307369282789,-0.000226381089440625,0.000240665135399073,-0.000484192713382027,-0.00247049070214425,-0.0126379683002626,-0.0196611588091578
"cover1_rate",-0.00891290314996166,-0.029241918998738,-0.0436962803358734,-0.00908523225457209,-0.0326233591841942,-0.0516117755838123,0.00838967594947625,0.0357003552980161,0.0636887965155523
"cover2_rate",0.000914116143029068,0.000697586254784169,0.00680113107595672,-0.00663173801108513,-0.0208356148658183,-0.0313547834100693,0.00175847095510533,0.00610058375883816,0.0115916588130023
"cover3_rate",0.0364830936285899,0.10941030771187,0.192722016952391,0.0304760547136967,0.0909764624144639,0.159767919373804,0.00135729049283129,0.00395451347405718,0.00997749552982654
"cover4_rate",0.0173969977490556,0.0548386422619679,0.0935751472740763,0.0135651943214392,0.0406424971464039,0.0680101013398423,0.0070548035216329,0.0242665137852163,0.046365068200044
"cover6_rate",-0.00445294718401453,-0.0176764087814982,-0.0237795859425254,-0.00808725456039363,-0.0283985317201697,-0.0440378703306688,-0.000678128666997397,-0.00286398569332556,-0.00086597280229881
"two_man_rate",0.0152425354799394,0.046617284091962,0.0784093587948627,0.016703428737427,0.0513028095463885,0.0845762444962134,-0.00213509841153715,-0.00781830764640066,-0.0122505312946747
"prevent_rate",0.0208218714660402,0.0644509764001167,0.102739069571537,0.0215634663147365,0.0669710928235861,0.11033674964605,-0.000131953134772345,0.00122449541928868,-0.00148348890110577
"roof_outdoors",-0.00225962050988577,-0.00795813879523488,-0.0167887157359004,-0.00305957208613326,-0.0121856674121738,-0.0233019391910298,0.00523089994064855,0.0214051117788414,0.0422543298038177
"posteam_type_home",-0.0235310218121057,-0.0741711979213723,-0.118069360321153,-0.0199937208731412,-0.0637594555779055,-0.103804252195933,0.0233430735493558,0.0867952995985845,0.157424598354845
"down1_pct",-0.0138233657061914,-0.0416165810445722,-0.0647501844984892,-0.0115231036750512,-0.03354703968313,-0.0525149702467183,-0.000427231180269393,-0.00102077609184726,-0.0034199549394178
"down2_pct",-0.012156022538887,-0.035651887759487,-0.0598416659878228,-0.0119289010064962,-0.0374562223930112,-0.06088109908273,-0.00129591825867194,-0.0165702991569015,-0.0231671863155392
"down3_pct",0.0202519937306132,0.0644128505999546,0.1029386476279,0.0178435185300887,0.0548731949872091,0.0875898228887726,0.00121509083334104,0.00552472068592586,0.0135250806730058
"down4_pct",0.00232252648742848,0.00150301860179092,0.00519132917565293,-0.00210248341847989,-0.0113948939224996,-0.0165442525931281,0.00249739277848013,0.0127196398209617,0.0228702762389786
"defteam_prev_game_off_4th_success",0.00324119376774265,0.0106512318143648,0.015709690029976,0.00383803736623004,0.0117406285532692,0.0200738939609032,0.000906926710054653,0.0040923484706777,0.0105216269417297
"defteam_prev_game_off_4th_fail",-0.00503197720290705,-0.0127906828674374,-0.0226056512204754,-0.00429128041926089,-0.0106117688331494,-0.0183930190428487,0.000498706833640266,0.00177631535482567,0.00670228842693271
"offense_formation_EMPTY",0.0227232340561437,0.0835684678925801,0.130382063442001,0.0120888865083088,0.0587221615250368,0.0874584359453242,NA,NA,NA
"offense_formation_SHOTGUN",-0.00176431712943357,0.00485453812532699,0.0064603930107916,-0.0154324612836129,-0.0290583310613831,-0.0490265325668095,NA,NA,NA
"offense_formation_SINGLEBACK",0.00434591916550004,0.00410993452366701,0.00206230869388679,-0.00979172412751648,-0.0359449609729848,-0.0586549686270134,NA,NA,NA
