"Feature","Gain","Cover","Frequency"
"DL2_grades_pass_rush_defense_12w",0.00323378462058662,0.00379210506773702,0.00672430355427474
"S2_man_grades_coverage_defense_12w",0.00307568605976889,0.00599560824266462,0.00576368876080692
"WR2_grades_offense_12w",0.00306567710784511,0.00306371105572779,0.00576368876080692
"LB3_zone_grades_coverage_defense_12w",0.0029937061138002,0.00184864246208218,0.00576368876080692
"cover1_rate",0.0028266642784986,0.0023142061522049,0.00672430355427474
"prev_stop_rate_run",0.00244595674649873,0.000926351764744686,0.0048030739673391
"OL4_grades_offense_12w",0.0024386331334033,0.00293163656093015,0.0048030739673391
"LB1_man_grades_coverage_defense_12w",0.0024376610840899,0.00222174736534006,0.0048030739673391
"empty_rate",0.00242678717659742,0.0014154628943392,0.00384245917387128
"LB2_grades_run_defense_12w",0.00238752795635161,0.000813548241738573,0.0048030739673391
"OL2_grades_offense_12w",0.00228983216114817,0.00493739377643503,0.00384245917387128
"S2_zone_grades_coverage_defense_12w",0.00220434484244043,0.00195238604058344,0.0048030739673391
"LB3_grades_run_defense_12w",0.00216394420065237,0.00174053575636613,0.00384245917387128
"week",0.00216099691347009,0.00277696140750897,0.00384245917387128
"CB1_grades_run_defense_12w",0.0021197344721176,0.00123867809133263,0.0048030739673391
"cover4_rate",0.00209321562028617,0.00119727240620559,0.00384245917387128
"overall_win_pct",0.00207251012830957,0.00241187856903735,0.00384245917387128
"def_stop_rate_run",0.00201660740397559,0.00259229613603133,0.0048030739673391
"prev_shotgun_success",0.00191058817352579,0.00114504768975783,0.00288184438040346
"OL3_grades_offense_12w",0.00183900642000681,0.00152007427050572,0.00384245917387128
"posteam_timeouts_remaining",0.00168926075047524,0.00263214879351315,0.00288184438040346
"roof_outdoors",0.00168560441433491,0.00134142420656842,0.00384245917387128
"attendance_pct",0.00163546686819066,0.00196769509013427,0.00288184438040346
"OL5_grades_offense_12w",0.00157749064905504,0.00118119932846412,0.00576368876080692
"CB4_present",0.00154828025158689,0.00109365673606744,0.00288184438040346
"CB3_grades_run_defense_12w",0.00153283981632426,0.00173211026693788,0.00288184438040346
"DL4_grades_run_defense_12w",0.00144905726591995,0.0024367616011857,0.00288184438040346
"WR3_grades_offense_12w",0.00140348708914698,0.00133112032317433,0.00192122958693564
"CB1_zone_grades_coverage_defense_12w",0.00138502183419732,0.000817274971667351,0.00288184438040346
"LB3_man_grades_coverage_defense_12w",0.0013002017999912,0.00134033906642065,0.00192122958693564
"DL6_present",0.00126236720007029,0.00161308593965159,0.00192122958693564
"season_2019",0.00119176685867736,0.0015216740961493,0.00192122958693564
"TE1_grades_offense_12w",0.00118590300275431,0.000187296780266904,0.00384245917387128
"S1_man_grades_coverage_defense_12w",0.00116913157529329,0.00146953566929141,0.00288184438040346
"defteam_timeouts_remaining",0.0011021224511527,0.00156693682420846,0.00192122958693564
"prev_empty_rate",0.00109115870273883,0.00166134410955051,0.00192122958693564
"CB2_grades_run_defense_12w",0.00108450763415212,0.000426928150542934,0.00288184438040346
"LB4_grades_run_defense_12w",0.000950958368104611,0.000416361837661981,0.00192122958693564
"S1_grades_run_defense_12w",0.000893237364513833,0.00218099814699636,0.00192122958693564
"CB3_man_grades_coverage_defense_12w",0.000889050609256822,0.000303710246299757,0.00288184438040346
"S2_grades_run_defense_12w",0.000788275185092284,0.00123730328452306,0.00192122958693564
"singleback_success",0.000699732643856427,4.73486956565594e-05,0.000960614793467819
"cover0_rate",0.00067396386903848,0.00048226276045688,0.00192122958693564
"prev_win_pct",0.000643909661230194,0.000301116448743359,0.000960614793467819
"singleback_rate",0.000639210055280236,0.000641469180936764,0.00192122958693564
"DL3_grades_run_defense_12w",0.000625349410552175,0.000335651082501339,0.00192122958693564
"S3_man_grades_coverage_defense_12w",0.000574988156305655,0.000756673690971442,0.000960614793467819
"offense_formation_SHOTGUN",0.000536862309791227,0.000136666409657582,0.000960614793467819
"is_losing",0.000528596997623401,0.00134948141609653,0.000960614793467819
"yardline_41_50",0.000504101091925315,0.000792751988150658,0.000960614793467819
"losing_score_diff",0.000479177495049346,0.000232954447362624,0.000960614793467819
"DL3_grades_pass_rush_defense_12w",0.000410925089328872,0.000121639431342427,0.000960614793467819
"TE2_present",0.000391487443165345,0.000137966557012248,0.000960614793467819
"cover2_rate",0.000378398651880188,0.000142969723155712,0.000960614793467819
"attendance_raw",0.000368353668907727,8.87182360351092e-05,0.00192122958693564
"shotgun_success",0.000360207075100309,0.000100658193868204,0.000960614793467819
"LB4_zone_grades_coverage_defense_12w",0.00030262498829723,3.38877075003729e-05,0.000960614793467819
"prev_singleback_success",0.000231877419305372,4.69964129723796e-05,0.000960614793467819
