"Feature","Gain","Cover","Frequency"
"cover2_rate",0.00105942285892497,0.000224709992259205,0.000962463907603465
"prev_stop_rate_run",0.000962286096048975,0.000215065534334536,0.00288739172281039
"prev_shotgun_rate",0.000878072650153572,0.00117513073707466,0.00192492781520693
"week",0.000667252519134257,0.000763861829910172,0.000962463907603465
"season_2018",0.000647090234356113,0.000134155490771992,0.000962463907603465
"defteam_prev_game_off_4th_fail",0.000565539482281923,0.0005300854657281,0.000962463907603465
"starter_CB3_grades_run_defense_12w",0.000544522208530605,0.000405775860374622,0.000962463907603465
"down3_pct",0.000519239757207292,9.8961169943745e-05,0.000962463907603465
"season_2021",0.000510962704148638,0.000648677973620067,0.000962463907603465
"yardline_41_50",0.000492462748032361,0.00077442474244708,0.000962463907603465
"prev_singleback_success",0.000459482212136457,0.000419152678571424,0.000962463907603465
"roof_outdoors",0.000453987920461837,0.000307460750380752,0.000962463907603465
"wind",0.000413089724751494,0.000864127057830568,0.000962463907603465
"winning_score_diff",0.000319806779882828,6.9640087109547e-05,0.000962463907603465
"yardline_31_40",0.000213815020758154,3.14509796136575e-05,0.000962463907603465
