"eta","max_depth","min_child_weight","subsample","colsample_bytree","lambda","alpha","gamma","booster","objective","scale_pos_weight","nthread","nrounds"
0.032,5,1,0.8,1,1,0,0,"gbtree","binary:logistic",3.54203618304363,19,150
