"Feature","Gain","Cover","Frequency"
"starter_RB_deep_grades_pass_route_12w",0.00149528384897406,0.000741750577113219,0.00289855072463768
"starter_QB_deep_grades_pass_12w",0.00145707146665294,0.000523578933580222,0.00289855072463768
"starter_TE1_short_grades_pass_route_12w",0.00133070796965235,0.000367919809106363,0.00289855072463768
"starter_TE1_deep_grades_pass_route_12w",0.00130145259746986,0.00171870785324683,0.00193236714975845
"prev_singleback_success",0.00124411692168259,0.00023652962171969,0.00289855072463768
"prev_stop_rate_run",0.00120431666037773,0.000207249437736961,0.00289855072463768
"cover2_rate",0.00117934763063735,0.000433834003229185,0.00193236714975845
"roof_outdoors",0.00117100798569439,0.000338584916832888,0.00193236714975845
"prev_shotgun_rate",0.00115448143902311,0.000733720915316562,0.00289855072463768
"starter_TE1_medium_grades_pass_route_12w",0.00111513963165465,0.000125206546933367,0.00289855072463768
"prev_empty_rate",0.00103970489425083,0.00066222968273566,0.000966183574879227
"cover0_rate",0.000973486112714381,0.000974197087153691,0.00193236714975845
"week",0.000914608706131921,0.000709597255003146,0.00193236714975845
"posteam_timeouts_remaining",0.000896676125647605,0.00065785232225902,0.00193236714975845
"is_winning",0.000753055785489949,0.00173078420875686,0.000966183574879227
"defteam_prev_game_off_4th_success",0.000736920741434122,0.000131080402271338,0.00193236714975845
"shotgun_success",0.000722685455128465,5.61478578426112e-05,0.00193236714975845
"wind",0.000646292876464649,0.0011816544582285,0.000966183574879227
"prep_days",0.000574919572165973,0.000449330579774017,0.000966183574879227
"empty_rate",0.000569703088591643,0.000286447265016108,0.000966183574879227
"prev_shotgun_success",0.000558770565899999,0.000756780204219789,0.000966183574879227
"starter_WR2_medium_grades_pass_route_12w",0.000510473654879444,0.000341930210285124,0.000966183574879227
"empty_success",0.000491513534230669,0.000290440226542477,0.000966183574879227
"starter_WR3_deep_grades_pass_route_12w",0.000441538915067106,0.000153964155184758,0.00193236714975845
"yardline_41_50",0.000430383109159371,0.000778735519789533,0.000966183574879227
"yardline_71_80",0.000375833875576325,0.000123529716905493,0.000966183574879227
