"","Starter OLS","Starter Probit","Starter Logit","Player OLS","Player Probit","Player Logit","Attempt OLS","Attempt Probit","Attempt Logit"
"(Intercept)",0.227608320110883,0.697368787778034,1.29571672203813,0.253858743334054,0.728514334968061,1.35611051472812,0.0675396008491042,0.17982989378785,0.517368696052337
"ydstogo",0.00907121636184879,0.0345388107560791,0.0590592886606521,0.00917496494246894,0.0349141691375872,0.0600168328623308,0.00245132107516123,0.0201206085757523,0.0347981718560849
"posteam_timeouts_remaining",0.00961964476875878,0.0289998590272338,0.0482951731481638,0.00957197730061983,0.028714748626004,0.0477051265424357,0.00305802829877045,0.0117905059820374,0.0206283408045531
"defteam_timeouts_remaining",0.00936848692361827,0.0280827596138989,0.0466251279781356,0.0094005262194049,0.0282120752324626,0.0467858371967277,0.00298228437762535,0.0119995577232729,0.0210789576304819
"rush_attempt",0.0222201073829294,0.0658193370561555,0.109592857729207,0.0223137415203911,0.0660511732666448,0.109809615125855,NA,NA,NA
"week",0.0105967695422618,0.031738698566595,0.0528145181228773,0.0105254545001453,0.0314143637281584,0.0521757149051413,0.00283900169754643,0.0125148250778776,0.0219864627647796
"temp",0.0111538684404123,0.0333842282903112,0.0555510730438408,0.0110662530189039,0.0330289750016559,0.0549935368144008,0.00307738264107179,0.0138616409251218,0.0243342660290698
"wind",0.0112791501409782,0.0343578296231523,0.0574033587350613,0.0111598532002709,0.0338950580861611,0.056602552307172,0.00311921012341597,0.0139063518783015,0.0242350160234215
"vegas_wp",0.0116612255679106,0.0350309410526252,0.0581818437320097,0.0116929141261355,0.0347903085998663,0.0577419339011231,0.00624242792775154,0.0288084409921032,0.0507229035529454
"spread_line",0.0131461740940786,0.0394437318944116,0.0656510135758165,0.0131322812016326,0.0391764619810689,0.0652066535930686,0.00233763057573465,0.0104588285918195,0.0183662002982951
"total_line",0.0137355794182337,0.0409268865780043,0.0681289264508858,0.0136065170091672,0.04074843875687,0.0677456392219953,0.00327681353821549,0.0141774894585054,0.0249844258333876
"prep_days",0.00818381184143505,0.0248159782766803,0.0412679035696135,0.0081517781867804,0.0246859459301961,0.041040156814416,0.00233731819417784,0.0102650673182758,0.0179171167192544
"overall_win_pct",0.0139683140080508,0.0417207238669817,0.0697143900256626,0.0139741678592596,0.0413765214862207,0.0689644511829861,0.00439640212451183,0.0193353618806979,0.0342059538277113
"team_win_pct",0.0157917903048673,0.0471552188794758,0.0786144796536467,0.0156381301985334,0.0465717651803081,0.0775705124638434,0.00486969483026416,0.0216664574653678,0.0381681684565815
"prev_win_pct",0.0118350311002975,0.0355175247775966,0.0590696758052049,0.0114188691929644,0.0341853969471915,0.0567938897550203,0.00434517891723166,0.0192722548219674,0.0339545492858449
"prev_shotgun_rate",0.0188844451207239,0.0573768970762018,0.0949499029481603,0.0182292760828508,0.0551529267867802,0.0912677245948544,0.00785534414764673,0.0350874972413785,0.061719602451839
"prev_singleback_rate",0.0141857450719458,0.0432462575849926,0.071764694113066,0.013617465144007,0.0412421665331537,0.068478191370955,0.00620835232098146,0.0278468744015469,0.0493616741362207
"prev_empty_rate",0.0121976107979551,0.0369646179252354,0.0616216459778326,0.0118060261595696,0.0355032915592874,0.0593010707172814,0.00412593367614728,0.0185461655308046,0.0328644472922563
"prev_iform_rate",0.014693748540564,0.0442076583820331,0.0735477553250591,0.0143900246073855,0.0432937065648965,0.0720074924311995,0.00536990706759592,0.024441262541906,0.0426987203156311
"prev_stop_rate_run",0.0120873494387291,0.0360186644912139,0.0598082225679695,0.0120772611190645,0.0357513138947568,0.0594267979360566,0.00272850140772193,0.0122725387082288,0.0216675848662861
"prev_stop_rate_pass",0.0107061083266247,0.0320736646304015,0.0534616830968223,0.011032984755398,0.0329560743212887,0.0549148064535442,0.00267008832294177,0.0118168230001181,0.0208802430987186
"shotgun_rate",0.0159323463752022,0.0477141676703312,0.0798066850038572,0.015826998091058,0.0470320960193451,0.0785164635313156,0.00522436393279721,0.0233688207882468,0.0412178312868598
"singleback_rate",0.0126150211771355,0.0378509919835525,0.0632299909013871,0.0124781778443778,0.0370600750318111,0.0618120037131942,0.00449522099865883,0.0202949047305483,0.0353993525158071
"empty_rate",0.0123505385458436,0.0380723745192024,0.0640632518437412,0.0123097204468653,0.037530718552874,0.0630115621946749,0.00399408757820562,0.0178992726056177,0.0313443761645204
"iform_rate",0.0111685701055577,0.0326652999358422,0.0543079964866813,0.0111437281926803,0.0326542521046158,0.054368178236682,0.0036820193737735,0.0171089282831098,0.0301275881660655
"shotgun_success",0.00969319367024636,0.0293291352762428,0.0488518862913138,0.0095341334081611,0.0285409724808376,0.047641555111326,0.00282042776772397,0.0126910812708635,0.0224042868093908
"singleback_success",0.00983712035019716,0.0293391163276812,0.0488682765687786,0.00974917459670164,0.028868986934129,0.0478890582502697,0.00328167514748484,0.0145797057094967,0.0258349235224466
"empty_success",0.010139443935118,0.0303169189843557,0.0504730474000361,0.00991968198021676,0.0295710379974548,0.0492318906654811,0.00321440669249178,0.0141485682528002,0.0249701537546449
"iform_success",0.0102463420324852,0.0305272355396123,0.0508043746803213,0.0101348586290965,0.0299586588699075,0.0497480841069811,0.00299003728455584,0.0133331014479881,0.0235566872624438
"def_stop_rate_run",0.00991505781671186,0.0297124978438139,0.0493868958453159,0.0098559225497193,0.0295057532002645,0.0490519141883859,0.00262696082458605,0.0117422352924238,0.0206481313964872
"def_stop_rate_pass",0.0101312082868023,0.0305641792274734,0.0509949320442909,0.0102523248400658,0.0305639408517714,0.0508991681044648,0.00262188057311027,0.0121001212896322,0.0213008279052256
"avg_pass_rushers",0.0118084535571484,0.0356743764870858,0.0593323322728265,0.0118457880386692,0.0353746818139933,0.0587900010654254,0.00282801037081013,0.0129602126036357,0.0228010733865618
"avg_box_defenders",0.0111603008833643,0.0336372973787656,0.0560957120708945,0.0113688361478818,0.0338989926411332,0.0563845000861444,0.00276319576373929,0.012374496915309,0.0218145132585195
"cover0_rate",0.0120320994167179,0.0366752355744533,0.061148038535013,0.0123864753216044,0.0374721905007492,0.0627047803158063,0.00296521576148201,0.0130578526323504,0.02320813109355
"cover1_rate",0.0189898347729582,0.0570862417439609,0.0952150800082703,0.0205174965714738,0.060885860150336,0.101325684455004,0.00319087086623482,0.0141888819260767,0.0249959111074531
"cover2_rate",0.0140589621005247,0.0420492011452095,0.0699784425144201,0.0152016008693073,0.0447178119494399,0.0742577588438396,0.00269906850927324,0.0118035689550799,0.0208420133647558
"cover3_rate",0.0193975737671211,0.0586714606353326,0.0978356938156739,0.021216608590627,0.0632579829951925,0.105181638118874,0.00284550765446049,0.0126959151189157,0.0224862492868324
"cover4_rate",0.0143739224882382,0.0434278896606097,0.0726633113340672,0.0158430777672326,0.0472873944982972,0.0785584592426756,0.00278700585418848,0.0122260780151209,0.0216630677918259
"cover6_rate",0.0129514199726868,0.0391743527231186,0.0652279053966518,0.013324037235424,0.0396167451163445,0.0657588589805712,0.00274008388677383,0.0121059453878186,0.0214999398515004
"two_man_rate",0.00983535435214007,0.0302616760292942,0.0505448322060644,0.0101940421231271,0.0308152243794937,0.051136600669113,0.00262325501288546,0.0113064482215609,0.0197983491428178
"prevent_rate",0.00838287570256834,0.0259626637237519,0.0439146997083676,0.00855428098524922,0.0267281862765902,0.0450329630658462,0.00255506562593468,0.0116356565549974,0.0203315237895397
"roof_outdoors",0.0253542855003368,0.075708994780782,0.126321724765973,0.0252806257237024,0.0753528887853312,0.12554069741775,0.00730882479402352,0.032511393579851,0.0570481513002475
"posteam_type_home",0.0165569971493226,0.0496171941884399,0.0825600522765265,0.0163858723385958,0.0488822493904527,0.0812357372687893,0.00466661629254774,0.0207506728326083,0.0366594923992683
"down1_pct",0.0112113684413045,0.0329658992410925,0.0547554439369006,0.0109511954972924,0.03220688855812,0.053402599075528,0.00354586864264861,0.0162666995909671,0.0286724207115366
"down2_pct",0.0112545885213534,0.0339466824186945,0.0566805287344645,0.0109778953069029,0.0329785071973122,0.054962070936651,0.00341249431294493,0.0160573848794373,0.0281561617052521
"down3_pct",0.0116366831792714,0.0350211234343806,0.0586287257429157,0.0114089019117968,0.0340747407582656,0.0569646421214656,0.00351898007540325,0.0161542174550522,0.0280267885504251
"down4_pct",0.0110865482462674,0.0334597780122396,0.0560093086358398,0.0109269077443884,0.032553305778118,0.0544314192184054,0.00325227241029136,0.0147090443020973,0.0262246757017552
"defteam_prev_game_off_4th_success",0.00847422725624714,0.0254704704728303,0.042322981832294,0.00847909326519034,0.0252324336000129,0.0418018429809577,0.00239949832628262,0.0103537274789931,0.018348547909566
"defteam_prev_game_off_4th_fail",0.00840786656022681,0.0252026664432287,0.0418769119110316,0.00840053744717496,0.0250498042651615,0.0415173303202056,0.00239396611226174,0.0105581198363048,0.0186556631601276
"offense_formation_EMPTY",0.0455636994948382,0.138871051301376,0.23185373861329,0.0453556325658219,0.137486908882392,0.229365607216772,NA,NA,NA
"offense_formation_SHOTGUN",0.0403898148963493,0.12499597721352,0.209300518258652,0.0400936452139894,0.123163600370309,0.20597300280995,NA,NA,NA
"offense_formation_SINGLEBACK",0.0405373800723425,0.125751040612347,0.21040353917139,0.0402178905621324,0.123948077677041,0.207250155214168,NA,NA,NA
"offense_formation_I_FORM",0.0457059639303055,0.140760437899798,0.235241048271691,0.0455548201375696,0.139251404377913,0.232520910808726,NA,NA,NA
"yardline_1_10",0.0280866633929365,0.0815975868529524,0.134925957403508,0.0281873123130898,0.0815403710604367,0.134582516556225,0.0132315821182436,0.0416090415776985,0.0716290388305977
"yardline_11_20",0.0301086861811828,0.0907557404885176,0.151130897625455,0.0304243866953953,0.0912015197934222,0.152223751628686,0.0117255675146294,0.04237675389883,0.074880490122041
"yardline_21_30",0.0293723435623255,0.0870548990694685,0.144346155438361,0.02926297366745,0.0866744339419247,0.14344713847056,0.0117148357497327,0.0412681677989445,0.0723538379262174
